Summary

-------character entropy-------
Farne: entropy = 1.2328737252760233, entropy normalised = 0.24657474505520466
zweierlei: entropy = 2.374164241463406, entropy normalised = 0.26379602682926734
Blättern;: entropy = 1.6981090691992657, entropy normalised = 0.1886787854665851
Dischidia: entropy = 1.866903599281222, entropy normalised = 0.20743373325346912
Rafflesiana: entropy = 2.24595679806258, entropy normalised = 0.20417789073296183
66.: entropy = 0.09587565517096261, entropy normalised = 0.0319585517236542
_V.: entropy = 0.1265959204708819, entropy normalised = 0.04219864015696063
Vierte: entropy = 1.6034090732907242, entropy normalised = 0.26723484554845406
Schwache: entropy = 1.446494733370935, entropy normalised = 0.18081184167136688
Entwickelung: entropy = 2.33541124242872, entropy normalised = 0.19461760353572666
Wurzelsystems;: entropy = 2.576866348889121, entropy normalised = 0.18406188206350865
Aufspeicherung: entropy = 2.928275363446185, entropy normalised = 0.20916252596044177
Humus: entropy = 0.6859803785113174, entropy normalised = 0.1371960757022635
Wasser: entropy = 1.369262838781252, entropy normalised = 0.22821047313020867
Rosetten: entropy = 1.9776327948712926, entropy normalised = 0.24720409935891158
Bromeliaceen: entropy = 2.9396942741221124, entropy normalised = 0.24497452284350937
67.: entropy = 0.09531321617231071, entropy normalised = 0.03177107205743691
Versuche: entropy = 1.8463775247860754, entropy normalised = 0.23079719059825943
über: entropy = 0.7901103807268475, entropy normalised = 0.19752759518171187
Wasseraufnahme: entropy = 3.0978338237048506, entropy normalised = 0.22127384455034646
--: entropy = 0.04073172781300995, entropy normalised = 0.020365863906504977
gewissen: entropy = 2.1061287289455226, entropy normalised = 0.2632660911181903
Tillandsia-Arten: entropy = 3.3844687582631403, entropy normalised = 0.21152929739144627
68.: entropy = 0.09939171589072676, entropy normalised = 0.033130571963575585
Bedeutung: entropy = 2.0618549841605245, entropy normalised = 0.22909499824005827
Schildhaare: entropy = 2.331782150601174, entropy normalised = 0.21198019550919767
69.: entropy = 0.09394638524178373, entropy normalised = 0.03131546174726124
71.: entropy = 0.1031656529254883, entropy normalised = 0.03438855097516277
Einfluss: entropy = 1.5091985547837288, entropy normalised = 0.1886498193479661
auf: entropy = 0.45339344514635166, entropy normalised = 0.15113114838211722
Pflanze:: entropy = 1.2932058990236601, entropy normalised = 0.16165073737795752
terrestrische: entropy = 3.5333648221212726, entropy normalised = 0.27179729400932867
73;: entropy = 0.021072745035088297, entropy normalised = 0.007024248345029432
rosettenbildende,: entropy = 4.394923322966384, entropy normalised = 0.25852490135096373
